,year,stcd,inc,pwin,dv,dvp,fr,po1,po2,redist,dexp,rexp,dpres,stgj,cd
10688,1968,4603,1,1,60.29999923706055,,0,1,4,0,,,36.349998474121094,46.0,3.0
10478,1968,4604,1,1,71.5,,0,0,0,0,,,51.43000030517578,46.0,4.0
10657,1968,4605,2,1,67.19999694824219,56.20000076293945,9,2,5,0,,,42.209999084472656,46.0,5.0
10600,1968,4606,0,0,7.300000190734863,19.200000762939453,0,0,0,0,,,32.56999969482422,46.0,6.0
10549,1968,4607,1,1,55.70000076293945,59.29999923706055,0,1,4,0,,,30.950000762939453,46.0,7.0
10501,1968,4608,0,0,35.099998474121094,42.79999923706055,1,0,0,0,,,44.04999923706055,46.0,8.0
10610,1968,4609,0,0,40.099998474121094,46.29999923706055,1,1,4,0,,,44.2400016784668,46.0,9.0
10576,1968,4610,0,0,40.20000076293945,41.70000076293945,0,0,0,0,,,47.0,46.0,10.0
10904,1968,4701,0,0,38.0,19.700000762939453,0,0,0,1,,,47.34000015258789,47.0,1.0
10749,1968,4702,1,1,56.20000076293945,62.79999923706055,0,0,0,1,,,51.66999816894531,47.0,2.0
10922,1968,4703,1,1,56.79999923706055,65.69999694824219,0,0,0,1,,,55.16999816894531,47.0,3.0
10908,1968,4704,0,0,33.20000076293945,32.79999923706055,0,0,0,1,,,42.36000061035156,47.0,4.0
10792,1968,4705,1,1,56.79999923706055,56.5,0,0,0,0,,,47.40999984741211,47.0,5.0
10930,1968,4706,1,1,56.400001525878906,60.400001525878906,0,0,0,1,,,59.060001373291016,47.0,6.0
10793,1968,4707,1,1,65.9000015258789,63.599998474121094,0,1,4,1,,,56.119998931884766,47.0,7.0
10959,1968,4801,3,1,53.900001525878906,29.100000381469727,9,2,8,1,,,56.619998931884766,48.0,1.0
11047,1968,4802,1,1,61.5,60.29999923706055,0,1,0,1,,,48.619998931884766,48.0,2.0
11023,1968,4803,1,1,60.5,61.599998474121094,0,1,4,1,,,53.540000915527344,48.0,3.0
10986,1968,4804,1,1,64.19999694824219,59.70000076293945,0,0,0,1,,,50.849998474121094,48.0,4.0
11026,1968,4805,1,1,66.19999694824219,63.599998474121094,0,0,0,1,,,66.72000122070312,48.0,5.0
11241,1968,4901,0,0,49.099998474121094,49.0,1,1,8,0,,,47.27000045776367,49.0,1.0
11112,1968,4902,1,1,59.900001525878906,58.0,0,0,0,0,,,51.58000183105469,49.0,2.0
11155,1968,4903,0,0,36.29999923706055,31.200000762939453,0,0,0,0,,,40.36000061035156,49.0,3.0
11058,1968,4904,1,1,72.5999984741211,74.30000305175781,0,0,0,0,,,62.08000183105469,49.0,4.0
11052,1968,4905,1,1,68.30000305175781,70.19999694824219,0,1,0,0,,,62.310001373291016,49.0,5.0
11131,1968,4906,0,0,34.900001525878906,47.599998474121094,1,1,8,0,,,42.90999984741211,49.0,6.0
11242,1968,4907,0,0,35.900001525878906,34.900001525878906,0,1,0,0,,,45.31999969482422,49.0,7.0
11139,1968,4908,0,0,32.0,38.70000076293945,0,0,0,0,,,42.09000015258789,49.0,8.0
11162,1968,4909,0,0,36.900001525878906,35.900001525878906,0,0,0,0,,,41.61000061035156,49.0,9.0
11243,1968,4910,0,0,34.099998474121094,33.5,0,0,0,0,,,50.95000076293945,49.0,10.0
11288,1968,5001,3,0,37.29999923706055,47.70000076293945,9,4,6,0,,,38.90999984741211,50.0,1.0
69,1972,101,0,0,18.899999618530273,30.200000762939453,0,0,0,1,1063,27612.0,24.270000457763672,1.0,1.0
143,1972,102,0,0,43.0,29.399999618530273,0,1,0,1,122067,50193.0,22.459999084472656,1.0,2.0
101,1972,103,1,1,78.5999984741211,85.5,0,0,0,1,34984,6718.0,25.34000015258789,1.0,3.0
134,1972,104,1,1,69.9000015258789,,0,0,0,1,38918,12550.0,22.420000076293945,1.0,4.0
57,1972,105,1,1,75.30000305175781,,0,0,0,1,30786,11175.0,25.440000534057617,1.0,5.0
64,1972,106,0,0,37.29999923706055,38.5,0,1,4,1,18947,33976.0,27.799999237060547,1.0,6.0
127,1972,107,1,1,,,0,5,2,1,16303,,33.959999084472656,1.0,7.0
205,1972,201,1,1,56.20000076293945,55.099998474121094,1,1,4,0,64893,46300.0,37.33000183105469,2.0,1.0
308,1972,301,0,0,42.70000076293945,31.5,0,0,0,1,28646,48315.0,32.119998931884766,3.0,1.0
336,1972,302,1,1,63.5,69.69999694824219,0,0,0,1,38174,31694.0,42.540000915527344,3.0,2.0
300,1972,303,0,0,37.0,37.900001525878906,0,0,0,1,24648,37691.0,28.239999771118164,3.0,3.0
235,1972,304,4,0,47.0,,9,3,6,1,318254,154662.0,28.84000015258789,3.0,4.0
426,1972,401,1,1,,,0,5,2,1,0,,31.420000076293945,4.0,1.0
402,1972,402,1,1,,,0,5,2,1,0,,35.93000030517578,4.0,2.0
360,1972,403,0,0,22.700000762939453,33.29999923706055,0,0,0,1,4243,27588.0,25.700000762939453,4.0,3.0
377,1972,404,2,1,,,9,2,2,1,51854,,31.360000610351562,4.0,4.0
1427,1972,501,0,0,35.400001525878906,36.599998474121094,0,1,0,1,6601,49450.0,43.56999969482422,5.0,1.0
624,1972,502,1,1,70.4000015258789,80.19999694824219,0,0,0,1,37981,28985.0,44.83000183105469,5.0,2.0
985,1972,503,1,1,69.9000015258789,62.599998474121094,0,0,0,1,39314,8042.0,50.779998779296875,5.0,3.0
605,1972,504,1,1,67.4000015258789,68.0,0,0,0,1,19128,24957.0,45.91999816894531,5.0,4.0
1166,1972,505,1,1,81.80000305175781,70.80000305175781,0,0,0,1,46899,18715.0,64.04000091552734,5.0,5.0
1256,1972,506,0,0,47.900001525878906,46.599998474121094,0,1,0,1,266760,148550.0,47.720001220703125,5.0,6.0
1288,1972,507,1,1,59.5,58.099998474121094,1,0,0,1,100853,100286.0,64.80999755859375,5.0,7.0
1577,1972,508,2,1,52.900001525878906,69.0,9,0,0,1,266684,44499.0,47.75,5.0,8.0
1390,1972,509,1,1,74.19999694824219,70.80000305175781,0,0,0,1,25398,4792.0,52.380001068115234,5.0,9.0
722,1972,510,0,0,35.400001525878906,37.20000076293945,0,0,0,1,26433,48529.0,39.5,5.0,10.0
1161,1972,511,3,1,62.099998474121094,,9,2,5,1,52127,52441.0,46.52000045776367,5.0,11.0
830,1972,512,0,0,44.400001525878906,34.79999923706055,0,0,0,1,57865,61828.0,43.93000030517578,5.0,12.0
1247,1972,513,0,0,26.100000381469727,40.79999923706055,0,1,0,1,10143,39546.0,35.7400016784668,5.0,13.0
984,1972,514,1,1,77.5999984741211,74.5,0,0,0,1,47160,4524.0,45.220001220703125,5.0,14.0
1532,1972,515,1,1,,63.900001525878906,0,5,2,1,22647,,44.4900016784668,5.0,15.0
1060,1972,516,1,1,79.0999984741211,68.5,0,0,0,1,54890,19219.0,47.650001525878906,5.0,16.0
1324,1972,517,0,0,39.70000076293945,21.299999237060547,0,0,0,1,109418,321558.0,47.84000015258789,5.0,17.0
1332,1972,518,0,0,33.599998474121094,36.0,0,0,0,1,10072,47737.0,39.529998779296875,5.0,18.0
1088,1972,519,1,1,70.69999694824219,70.4000015258789,0,0,0,1,26110,5202.0,41.0099983215332,5.0,19.0
1393,1972,520,4,0,42.599998474121094,,9,3,6,1,56380,97617.0,32.150001525878906,5.0,20.0
734,1972,521,1,1,82.9000015258789,94.5,0,0,0,1,10459,325.0,74.3499984741211,5.0,21.0
1237,1972,522,1,1,69.80000305175781,60.099998474121094,0,0,0,1,58544,19169.0,43.84000015258789,5.0,22.0
497,1972,523,0,0,38.599998474121094,36.70000076293945,0,0,0,1,45844,65007.0,29.780000686645508,5.0,23.0
1210,1972,524,0,0,29.899999618530273,33.20000076293945,1,0,0,1,4660,61473.0,27.190000534057617,5.0,24.0
942,1972,525,0,0,32.900001525878906,35.70000076293945,0,0,0,1,5925,34643.0,29.610000610351562,5.0,25.0
1086,1972,526,1,1,71.0999984741211,73.4000015258789,0,0,0,1,45963,193.0,54.849998474121094,5.0,26.0
850,1972,527,0,0,42.599998474121094,31.399999618530273,1,0,0,1,42840,134263.0,36.400001525878906,5.0,27.0
965,1972,528,0,0,38.20000076293945,27.200000762939453,0,0,0,1,60424,48719.0,43.86000061035156,5.0,28.0
609,1972,529,1,1,65.19999694824219,62.599998474121094,1,1,0,1,30832,14526.0,45.61000061035156,5.0,29.0
654,1972,530,1,1,70.5,69.5,0,1,4,1,24574,31143.0,52.04999923706055,5.0,30.0
1128,1972,531,1,1,55.20000076293945,73.19999694824219,0,1,0,1,67713,62875.0,42.689998626708984,5.0,31.0
649,1972,532,0,0,32.70000076293945,27.100000381469727,0,0,0,1,23072,23572.0,33.029998779296875,5.0,32.0
1428,1972,533,0,0,25.0,27.799999237060547,0,0,0,1,5311,36833.0,32.56999969482422,5.0,33.0
1127,1972,534,1,1,69.80000305175781,55.20000076293945,0,0,0,1,40785,13181.0,33.81999969482422,5.0,34.0
1063,1972,535,1,1,74.80000305175781,63.599998474121094,0,0,0,1,38077,3079.0,46.16999816894531,5.0,35.0
1121,1972,536,4,0,45.20000076293945,,9,3,6,1,58066,106576.0,40.58000183105469,5.0,36.0
1114,1972,537,4,1,74.80000305175781,,9,2,5,1,138024,24112.0,63.63999938964844,5.0,37.0
1109,1972,538,4,1,56.29999923706055,,9,2,8,1,154743,108537.0,47.61000061035156,5.0,38.0
1440,1972,539,4,0,34.29999923706055,,9,3,0,1,10515,161814.0,25.440000534057617,5.0,39.0
1576,1972,540,0,0,30.899999618530273,25.299999237060547,0,0,0,1,7349,32066.0,35.900001525878906,5.0,40.0
1276,1972,541,1,1,74.0,74.5,0,0,0,1,44931,15776.0,43.310001373291016,5.0,41.0
539,1972,542,4,0,30.100000381469727,,9,3,6,1,4917,91664.0,29.75,5.0,42.0
563,1972,543,0,0,37.29999923706055,49.5,1,0,0,1,21920,60432.0,36.13999938964844,5.0,43.0
1654,1972,601,0,1,52.0,46.79999923706055,1,0,0,1,80508,78436.0,44.70000076293945,6.0,1.0
1709,1972,602,0,0,33.5,36.599998474121094,0,0,0,1,5509,60004.0,35.04999923706055,6.0,2.0
1668,1972,603,1,1,66.30000305175781,65.5,0,0,0,1,45734,9435.0,35.779998779296875,6.0,3.0
1596,1972,604,2,0,49.0,,9,0,0,1,104994,51747.0,32.83000183105469,6.0,4.0
1710,1972,605,4,0,36.900001525878906,,9,4,7,1,17273,88538.0,29.3799991607666,6.0,5.0
1736,1972,701,1,1,57.599998474121094,50.29999923706055,1,0,0,1,96208,55985.0,48.56999969482422,7.0,1.0
1872,1972,702,0,0,34.099998474121094,46.70000076293945,1,0,0,1,60226,141485.0,40.029998779296875,7.0,2.0
1806,1972,703,1,1,53.29999923706055,56.29999923706055,0,1,4,1,79608,33591.0,38.099998474121094,7.0,3.0
1733,1972,704,0,0,36.900001525878906,43.0,1,1,4,1,39809,112669.0,37.130001068115234,7.0,4.0
1862,1972,705,1,0,48.79999923706055,55.29999923706055,0,1,4,1,84436,80251.0,37.84000015258789,7.0,5.0
1776,1972,706,1,1,60.20000076293945,51.099998474121094,1,0,0,1,85968,59956.0,41.880001068115234,7.0,6.0
1886,1972,801,0,0,37.099998474121094,45.29999923706055,1,1,0,0,42831,82333.0,39.66999816894531,8.0,1.0
1994,1972,901,1,1,,80.19999694824219,0,5,2,1,36651,,16.309999465942383,9.0,1.0
2288,1972,902,1,1,,,0,5,2,1,24186,,31.40999984741211,9.0,2.0
2155,1972,903,1,1,82.0,,0,0,0,1,22301,2439.0,30.200000762939453,9.0,3.0
2156,1972,904,1,1,55.900001525878906,57.79999923706055,0,0,0,1,93103,38840.0,23.459999084472656,9.0,4.0
2158,1972,905,4,1,55.5,,9,2,5,1,137745,79654.0,21.600000381469727,9.0,5.0
2157,1972,906,0,0,24.0,32.79999923706055,1,0,0,1,2925,31686.0,30.59000015258789,9.0,6.0
1925,1972,907,1,1,68.0,72.30000305175781,0,0,0,1,8194,14218.0,30.290000915527344,9.0,7.0
1956,1972,908,1,1,57.79999923706055,53.400001525878906,0,0,0,1,36960,38587.0,20.59000015258789,9.0,8.0
2345,1972,909,0,0,,24.200000762939453,0,5,2,1,,22255.0,22.600000381469727,9.0,9.0
2153,1972,910,4,0,38.0,,9,3,6,1,55035,129393.0,20.81999969482422,9.0,10.0
2285,1972,911,1,1,60.20000076293945,70.5999984741211,0,1,4,1,87253,59108.0,25.780000686645508,9.0,11.0
2327,1972,912,0,0,37.20000076293945,45.900001525878906,0,0,0,1,56434,30600.0,28.399999618530273,9.0,12.0
1976,1972,913,4,1,61.599998474121094,,9,2,0,1,122725,31660.0,44.5,9.0,13.0
2065,1972,914,1,1,67.5999984741211,,0,0,0,1,95864,34921.0,41.88999938964844,9.0,14.0
1969,1972,915,1,1,56.79999923706055,71.5999984741211,0,0,0,1,61370,9522.0,36.58000183105469,9.0,15.0
2452,1972,1001,2,1,,,9,0,2,1,76835,,24.809999465942383,10.0,1.0
2417,1972,1002,1,1,,91.80000305175781,1,5,2,1,2042,,20.440000534057617,10.0,2.0
2435,1972,1003,1,1,,,0,5,2,1,1030,,22.450000762939453,10.0,3.0
2562,1972,1004,0,0,24.100000381469727,34.79999923706055,0,0,0,1,3886,34276.0,23.010000228881836,10.0,4.0
2366,1972,1005,3,1,52.79999923706055,42.599998474121094,9,3,6,1,159431,149616.0,47.86000061035156,10.0,5.0
2398,1972,1006,1,1,,,0,5,2,1,2612,,20.440000534057617,10.0,6.0
2585,1972,1007,1,1,58.29999923706055,72.5,0,0,0,1,18500,4511.0,16.989999771118164,10.0,7.0
2414,1972,1008,1,1,62.400001525878906,,0,1,0,1,103254,17448.0,22.18000030517578,10.0,8.0
2516,1972,1009,1,1,,71.69999694824219,0,5,2,1,1378,,17.959999084472656,10.0,9.0
2497,1972,1010,1,1,,,0,5,2,1,8520,,26.979999542236328,10.0,10.0
2642,1972,1101,1,1,54.70000076293945,72.9000015258789,0,1,4,0,127753,179221.0,37.66999816894531,11.0,1.0
2666,1972,1102,1,1,57.099998474121094,,0,1,4,0,71620,39836.0,37.380001068115234,11.0,2.0
2717,1972,1201,3,0,44.400001525878906,41.79999923706055,9,0,0,1,59585,89306.0,31.3799991607666,12.0,1.0
2704,1972,1202,0,0,28.100000381469727,32.400001525878906,0,0,0,1,13632,11457.0,26.149999618530273,12.0,2.0
3064,1972,1301,1,1,91.4000015258789,91.0,1,0,0,1,9861,1235.0,89.51000213623047,13.0,1.0
3107,1972,1302,1,1,75.0,68.9000015258789,1,0,0,1,22510,3044.0,65.93000030517578,13.0,2.0
2919,1972,1303,2,0,37.79999923706055,,9,3,0,1,40712,34839.0,29.610000610351562,13.0,3.0
2851,1972,1304,0,0,29.5,32.0,0,0,0,1,11342,17896.0,28.579999923706055,13.0,4.0
3302,1972,1305,1,1,72.80000305175781,68.80000305175781,0,0,0,1,12936,1694.0,52.560001373291016,13.0,5.0
3167,1972,1306,0,0,38.79999923706055,37.79999923706055,0,0,0,1,40050,32303.0,31.15999984741211,13.0,6.0
2848,1972,1307,1,1,82.80000305175781,56.099998474121094,1,0,0,1,1585,792.0,73.72000122070312,13.0,7.0
2810,1972,1308,1,1,74.0,73.9000015258789,0,0,0,1,13737,225.0,55.810001373291016,13.0,8.0
3169,1972,1309,1,1,68.30000305175781,75.80000305175781,0,0,0,1,29723,16353.0,54.400001525878906,13.0,9.0
3155,1972,1310,4,0,48.400001525878906,,9,2,8,1,218543,206166.0,37.83000183105469,13.0,10.0
3082,1972,1311,1,1,53.29999923706055,,0,1,0,1,117415,108126.0,37.34000015258789,13.0,11.0
2816,1972,1312,0,0,25.799999237060547,42.0,1,0,0,1,4154,52661.0,26.899999618530273,13.0,12.0
3016,1972,1313,0,0,38.5,37.900001525878906,0,0,0,1,20120,25010.0,30.360000610351562,13.0,13.0
2747,1972,1314,0,0,27.200000762939453,34.5,0,0,0,1,7183,24871.0,24.68000030517578,13.0,14.0
3130,1972,1315,0,0,42.79999923706055,37.79999923706055,0,0,0,1,7753,33450.0,33.91999816894531,13.0,15.0
3255,1972,1316,0,0,28.100000381469727,33.20000076293945,0,0,0,1,1463,33544.0,34.11000061035156,13.0,16.0
2723,1972,1317,3,0,44.400001525878906,,9,4,7,1,32748,55360.0,33.68000030517578,13.0,17.0
2819,1972,1318,0,0,35.20000076293945,33.900001525878906,0,0,0,1,2901,20850.0,34.400001525878906,13.0,18.0
2903,1972,1319,0,0,,31.799999237060547,0,5,2,1,,25610.0,38.2599983215332,13.0,19.0
3129,1972,1320,0,0,31.200000762939453,32.5,0,0,0,1,15671,71187.0,36.290000915527344,13.0,20.0
2783,1972,1321,3,0,45.20000076293945,39.099998474121094,9,4,6,1,29802,85958.0,37.5099983215332,13.0,21.0
2871,1972,1322,1,1,57.900001525878906,54.0,0,0,0,1,52812,83554.0,36.29999923706055,13.0,22.0
2758,1972,1323,1,1,75.0999984741211,74.19999694824219,0,1,0,1,17134,2734.0,46.7599983215332,13.0,23.0
2774,1972,1324,1,1,,62.5,0,5,2,1,11624,,40.15999984741211,13.0,24.0
3309,1972,1401,1,1,56.900001525878906,65.5999984741211,0,0,0,1,72655,9551.0,47.38999938964844,14.0,1.0
3336,1972,1402,0,0,45.29999923706055,49.599998474121094,0,0,0,1,44359,55474.0,26.389999389648438,14.0,2.0
3400,1972,1403,1,1,56.099998474121094,57.5,0,1,0,1,133634,45160.0,35.7400016784668,14.0,3.0
3416,1972,1404,1,1,51.5,51.900001525878906,1,1,4,1,63613,165984.0,32.90999984741211,14.0,4.0
3385,1972,1405,0,0,35.900001525878906,44.0,1,0,0,1,9026,64781.0,30.229999542236328,14.0,5.0
3321,1972,1406,0,0,35.20000076293945,39.29999923706055,0,0,0,1,8253,32297.0,26.3700008392334,14.0,6.0
3521,1972,1407,0,0,38.400001525878906,42.900001525878906,0,1,0,1,40000,58186.0,34.959999084472656,14.0,7.0
3548,1972,1408,0,0,36.599998474121094,47.400001525878906,0,0,0,1,1634,24731.0,34.77000045776367,14.0,8.0
3469,1972,1409,1,1,62.900001525878906,62.5,0,1,0,1,61021,6389.0,36.36000061035156,14.0,9.0
3366,1972,1410,0,0,42.79999923706055,49.20000076293945,0,0,0,1,69879,51906.0,30.600000381469727,14.0,10.0
3567,1972,1411,1,0,48.79999923706055,58.29999923706055,0,0,0,1,64422,165016.0,33.66999816894531,14.0,11.0
3574,1972,1501,0,1,53.900001525878906,49.70000076293945,0,1,4,1,113546,69615.0,43.939998626708984,15.0,1.0
3640,1972,1502,1,1,59.099998474121094,60.5,0,1,4,1,40794,67946.0,44.41999816894531,15.0,2.0
3650,1972,1503,0,0,44.29999923706055,41.0,0,0,0,1,26795,41053.0,39.72999954223633,15.0,3.0
3702,1972,1504,5,1,59.599998474121094,,9,4,8,1,56370,112154.0,44.15999984741211,15.0,4.0
3635,1972,1505,0,0,44.70000076293945,37.29999923706055,0,0,0,1,24437,35105.0,37.209999084472656,15.0,5.0
3724,1972,1506,0,0,47.5,43.0,0,1,0,1,87694,50166.0,38.08000183105469,15.0,6.0
3753,1972,1601,0,0,21.899999618530273,43.20000076293945,0,0,0,1,0,20545.0,28.040000915527344,16.0,1.0
3791,1972,1602,1,1,62.0,53.79999923706055,1,0,0,1,148995,115985.0,30.0,16.0,2.0
3734,1972,1603,0,0,26.399999618530273,46.29999923706055,0,0,0,1,5991,37310.0,33.380001068115234,16.0,3.0
3746,1972,1604,0,0,25.299999237060547,35.599998474121094,0,1,0,1,6557,34954.0,32.02000045776367,16.0,4.0
3834,1972,1605,0,0,27.700000762939453,33.900001525878906,0,0,0,1,3676,21765.0,28.809999465942383,16.0,5.0
3902,1972,1701,1,1,65.80000305175781,,0,0,0,1,30940,2558.0,37.29999923706055,17.0,1.0
4009,1972,1702,1,1,61.5,,0,1,4,1,9396,7327.0,34.68000030517578,17.0,2.0
3909,1972,1703,1,1,62.599998474121094,50.099998474121094,1,1,0,1,58410,21161.0,44.95000076293945,17.0,3.0
3974,1972,1704,0,0,26.200000762939453,33.400001525878906,0,0,0,1,375,29411.0,29.549999237060547,17.0,4.0
4010,1972,1705,0,0,26.5,19.600000381469727,0,0,0,1,216,12155.0,27.31999969482422,17.0,5.0
3905,1972,1706,2,1,52.79999923706055,64.9000015258789,9,2,5,1,69216,82152.0,33.41999816894531,17.0,6.0
3906,1972,1707,1,1,61.900001525878906,75.30000305175781,0,0,0,1,5746,48035.0,41.869998931884766,17.0,7.0
4164,1972,1801,1,1,,,0,5,2,1,500,,29.200000762939453,18.0,1.0
4099,1972,1802,1,1,,72.5,0,5,2,1,90380,,40.189998626708984,18.0,2.0
4133,1972,1803,2,0,46.0,,9,0,0,1,299767,155629.0,23.610000610351562,18.0,3.0
4172,1972,1804,1,1,,,0,5,2,1,1596,,24.549999237060547,18.0,4.0
4053,1972,1805,1,1,,,0,5,2,1,37545,,26.6299991607666,18.0,5.0
4080,1972,1806,1,1,,,0,5,2,1,42459,,30.329999923706055,18.0,6.0
4075,1972,1807,1,1,,,3,0,2,1,137420,,32.43000030517578,18.0,7.0
4193,1972,1808,2,1,82.4000015258789,,9,2,8,1,69216,82152.0,37.209999084472656,18.0,8.0
4266,1972,1901,1,1,59.400001525878906,59.20000076293945,0,1,4,1,56093,64104.0,38.58000183105469,19.0,1.0
4252,1972,1902,2,0,45.599998474121094,64.19999694824219,9,4,5,1,94696,165397.0,38.41999816894531,19.0,2.0
4417,1972,2001,0,0,29.5,46.599998474121094,2,1,4,1,40419,93945.0,28.399999618530273,20.0,1.0
4400,1972,2002,1,1,65.80000305175781,68.5,0,1,4,1,66425,75606.0,31.68000030517578,20.0,2.0
4344,1972,2003,1,1,69.69999694824219,70.0,1,0,0,1,61272,4498.0,32.720001220703125,20.0,3.0
4309,1972,2004,4,0,40.599998474121094,,9,4,5,1,145973,113513.0,29.5,20.0,4.0
4404,1972,2005,0,0,37.099998474121094,38.599998474121094,0,1,4,1,92301,108282.0,43.29999923706055,20.0,5.0
4401,1972,2006,1,1,64.80000305175781,51.599998474121094,1,1,4,1,77186,60333.0,29.3700008392334,20.0,6.0
4445,1972,2007,1,1,80.0,58.70000076293945,1,0,0,1,55577,592.0,73.33999633789062,20.0,7.0
4301,1972,2008,0,0,36.099998474121094,36.599998474121094,0,0,0,1,61904,70899.0,43.16999816894531,20.0,8.0
4552,1972,2101,0,0,,,0,5,2,1,,2346.0,51.189998626708984,21.0,1.0
4769,1972,2102,1,1,,,0,5,2,1,0,,51.81999969482422,21.0,2.0
4516,1972,2103,1,1,,54.29999923706055,0,5,2,1,125,,54.130001068115234,21.0,3.0
4574,1972,2104,1,1,52.400001525878906,51.400001525878906,1,1,4,1,199703,148285.0,55.70000076293945,21.0,4.0
4682,1972,2105,3,0,45.5,36.70000076293945,9,3,6,1,279746,171414.0,53.040000915527344,21.0,5.0
4651,1972,2106,1,1,64.0999984741211,61.70000076293945,1,1,4,1,114317,93400.0,52.75,21.0,6.0
4502,1972,2107,1,1,67.69999694824219,72.19999694824219,0,1,0,1,19918,25213.0,57.119998931884766,21.0,7.0
4605,1972,2108,1,1,,,0,5,2,1,35901,,66.06999969482422,21.0,8.0
4595,1972,2109,9,9,,,9,9,9,1,,,59.43000030517578,21.0,9.0
4652,1972,2110,0,0,,43.0,0,5,2,1,,10518.0,50.369998931884766,21.0,10.0
4674,1972,2111,1,1,,,0,5,2,1,15971,,56.61000061035156,21.0,11.0
4727,1972,2112,3,1,50.20000076293945,49.599998474121094,9,3,6,1,195758,269046.0,48.22999954223633,21.0,12.0
5232,1972,2201,1,1,89.0999984741211,88.5999984741211,0,0,0,1,29661,978.0,85.79000091552734,22.0,1.0
4885,1972,2202,0,0,43.599998474121094,37.5,0,1,4,1,55292,71649.0,44.4900016784668,22.0,2.0
5106,1972,2203,0,0,40.29999923706055,43.70000076293945,0,0,0,1,26320,23116.0,37.7599983215332,22.0,3.0
4857,1972,2204,0,0,32.79999923706055,38.099998474121094,0,0,0,1,12300,40110.0,32.36000061035156,22.0,4.0
5056,1972,2205,0,0,38.099998474121094,38.599998474121094,0,0,0,1,8796,87345.0,38.959999084472656,22.0,5.0
4891,1972,2206,0,0,49.400001525878906,39.70000076293945,0,0,0,1,52462,52136.0,41.119998931884766,22.0,6.0
4955,1972,2207,0,0,29.899999618530273,29.700000762939453,0,0,0,1,1200,23892.0,45.810001373291016,22.0,7.0
4803,1972,2208,0,0,39.900001525878906,34.099998474121094,0,1,4,1,27517,50546.0,38.04999923706055,22.0,8.0
5239,1972,2209,0,0,29.799999237060547,35.29999923706055,0,0,0,1,4636,23887.0,33.099998474121094,22.0,9.0
5175,1972,2210,0,0,31.700000762939453,40.900001525878906,0,0,0,1,4666,17684.0,35.880001068115234,22.0,10.0
5112,1972,2211,0,0,30.0,38.400001525878906,0,0,0,1,526,27045.0,42.52000045776367,22.0,11.0
5176,1972,2212,1,1,50.900001525878906,76.69999694824219,0,1,4,1,62472,43619.0,35.310001373291016,22.0,12.0
5085,1972,2213,1,1,86.5999984741211,86.0999984741211,0,0,0,1,2566,10.0,83.5999984741211,22.0,13.0
4917,1972,2214,1,1,54.900001525878906,70.0,0,0,0,1,32765,16568.0,39.9900016784668,22.0,14.0
4838,1972,2215,1,1,66.69999694824219,79.9000015258789,0,0,0,1,42352,43.0,39.459999084472656,22.0,15.0
4910,1972,2216,1,1,69.5999984741211,79.0999984741211,0,0,0,1,26593,239.0,46.25,22.0,16.0
5214,1972,2217,1,1,67.0999984741211,79.69999694824219,0,1,4,1,22506,527.0,39.619998931884766,22.0,17.0
5213,1972,2218,4,0,47.400001525878906,,9,4,7,1,83280,66061.0,37.11000061035156,22.0,18.0
5022,1972,2219,0,0,28.899999618530273,35.400001525878906,0,1,4,1,9566,41708.0,31.860000610351562,22.0,19.0
5403,1972,2301,0,0,29.299999237060547,30.700000762939453,0,0,0,1,438,32586.0,40.119998931884766,23.0,1.0
5320,1972,2302,0,0,42.900001525878906,36.70000076293945,0,1,0,1,28883,68855.0,40.650001525878906,23.0,2.0
5413,1972,2303,0,0,33.20000076293945,49.400001525878906,1,0,0,1,38775,97933.0,40.790000915527344,23.0,3.0
5449,1972,2304,1,1,72.4000015258789,74.19999694824219,0,0,0,1,50094,3926.0,53.130001068115234,23.0,4.0
5441,1972,2305,1,1,72.9000015258789,57.400001525878906,0,0,0,1,93628,9399.0,55.529998779296875,23.0,5.0
5461,1972,2306,0,0,49.0,47.70000076293945,0,1,4,1,97481,87233.0,47.2400016784668,23.0,6.0
5257,1972,2307,1,1,59.0,54.099998474121094,1,1,4,1,92871,90524.0,45.81999969482422,23.0,7.0
5256,1972,2308,1,1,75.9000015258789,75.5,0,0,0,1,54612,395.0,54.7599983215332,23.0,8.0
5585,1972,2401,1,1,,,0,5,2,1,4100,,19.920000076293945,24.0,1.0
5472,1972,2402,2,1,64.0999984741211,,9,0,0,1,142522,80449.0,22.600000381469727,24.0,2.0
5471,1972,2403,1,1,,,0,5,2,1,381,,20.719999313354492,24.0,3.0
5577,1972,2404,2,0,47.900001525878906,,9,2,5,1,100634,100128.0,24.34000015258789,24.0,4.0
5510,1972,2405,2,0,44.400001525878906,,9,2,5,1,163976,119130.0,13.170000076293945,24.0,5.0
5624,1972,2501,1,1,64.0,,0,0,0,1,17480,59672.0,68.87999725341797,25.0,1.0
5768,1972,2502,1,1,63.5,58.29999923706055,0,1,0,1,67938,30298.0,37.279998779296875,25.0,2.0
5685,1972,2503,1,1,69.5,74.80000305175781,0,1,0,1,29225,5151.0,41.61000061035156,25.0,3.0
5711,1972,2504,1,1,57.400001525878906,60.099998474121094,0,1,0,1,24531,5922.0,31.440000534057617,25.0,4.0
5663,1972,2505,1,1,63.79999923706055,61.900001525878906,0,0,0,1,25054,442.0,47.029998779296875,25.0,5.0
